"","date","id","content"
"427",2013-09-22,"화향선(upup****)","최고♡"
"428",2013-09-22,"TheQuattro(wkhe****)","이거 대박이네.. 이병헌 연기너무 잘해... 완전몰입했어. 더레드 보다가 이거보니 이병헌운 한국영화에 잘 어울린다는 생각이듬. 결국 진짜 가짜 둘다 살어... 광해군은 숙청의 기회도 잡고. 추감독이 사랑을 놓치다 만든 감독이였다니 ㅎ 차기작도 기대됨."
"429",2013-09-22,"조용한인간ㅋ(suja****)","쩜"
"430",2013-09-22,"꺼먼발(raek****)","굿"
"431",2013-09-22,"나야(choc****)","최고bbbbbb"
"432",2013-09-22,"누리망둥이(bsgs****)","Good~!"
"433",2013-09-22,"jimi****","광해군은 폭군이 아니다."
"434",2013-09-22,"즌스온도니(bigb****)","진짜....여러번봐도 재밌는 감동스토리"
"435",2013-02-08,"jieun98(jieu****)","솔직히 스토리도 전반적으로좋고 다좋았는데 대체 아이돌을 왜넣었는지 모르겠음. 수지가연기를못하는건아니지만 감정이입이좀안됐음"
"436",2013-09-22,"으뉴(yuna****)","추석 특선 영화라서 보게 됐는데, 특선 영화에 광해 배정해주신 분들께 정말 감사합니다. 영화 진짜 잘 봤어요!"
"437",2013-09-22,"으하하하하하하(dlsd****)","여운남고 정말 감동적인 영화ㅠㅠ"
"438",2013-09-22,"kbs9****","진짜 개꿀잼 졸라재밌어 엉엉ㅇ엉"
"439",2013-09-22,"안늉해융(ches****)","스토리도 좋았지만 정말 이영화 살린건 이병헌의 연기력이다"
"440",2013-09-22,"klij****","완전 감동 추석특집 최고"
"441",2013-09-22,"MAEK(bsy3****)","처음부터 마지막까지 모두 좋았다.스토리도 탄탄하고 영상도 아름다웠다.!이병헌이 연기하는 것을 처음 보게 되었는데탑배우라는 것이 두번세번네번 이해<U+0089>榮? 최고-! 두번봐도 세번봐도 좋을 영화-!!"
"442",2013-09-22,"백현규(lll5****)","이병헌은 진짜 이시대 최고의배우야 배우중의 배우외모 연기 다되는 유일무이한 배우!!"
"443",2013-09-22,"공놀이(fit_****)","매끄러운 내용과 연기/연출, 참신함, 그리고 브금"
"444",2013-09-22,"마시멜로(acrd****)","명절에 틀어줘서 1년만에 다시 보는대 교훈도 있고 웰메이드 영화임.근대 공중파에선 좀 가위질을 한거 같아서 불만이내;한 20분은 편집한거 같은대"
"445",2013-09-22,"나나나나나나(lyj3****)","그냥대박이다."
"446",2013-09-22,"초초(heea****)","영화가 참 탄탄하게 만들었다는 느낌이 확 든다. . 미술 소품 음악 등등. . 너무 멋있음. . 이병헌 연기 너무좋다. . 목소리. . 1인2역. . 너무 완벽함. ."
"447",2013-09-22,"houn****","왜 많은사람들이 이 영화를 볼수있었는지 알 수 있었던 영화다. 특히 스토리와 배우들의 연기가 짱짱이었던거 같다."
"448",2013-09-22,"mai0****","영화잘안봐서 추석특집으로 집에서야 봤는데 극장에서 볼걸 정말 후회되네요..!! 정말 광해 대박이에요ㅠ ㅠ ....!!! 배우분들의신들린연기력... 아 정말 스토리도 그렇고 넋놓고 봤습니다!!!"
"449",2013-09-22,"mj(eomk****)","재밌어요♥이병헌씨연기 최고!"
"450",2013-09-22,"인준이(mrki****)","단언컨대 이병헌은 이시대 최고의 배우임다ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅜㅜㅜ"
"451",2013-09-22,"속업셔틀(kunh****)","초반 약간 지루한점 빼면 전체적으로 내용도 탄탄하고 이병헌 연기도 훌륭하고 뭐하나 빠질게없는 한국영화. 정말 재미있네요"
"452",2013-09-22,"시민단체(tlal****)","진짜이런영화없을것같다 정말감동적"
"453",2013-09-22,"천공(ysh_****)","내생의 최고의 감동적인 영화"
"454",2013-09-22,"tusx****","이병헌은 역시 이병헌 !!!!!진짜 이병헌 !! 연기덕에 몰입도 백프 너무 멋지다 영화 봐도봐도 감동"
"455",2013-09-22,"Reebok(mylj****)","이병헌만큼 이역활에 어울리는 배우는 아마 없을거다"
"456",2013-09-22,"깜보바보(giyu****)","10점 잘안주는데... 시간 가는줄 모르게 긴장있고 괜찮고. 재미있네...와... 오랜만에 좋은 영화 봤습니다. 이병헌.. 영화인으로서는 최고다."
"457",2013-08-04,"dydq****","진짜 개쩌는영화다 우와"
"458",2013-07-01,"아이(chie****)","사극 영화 중 가장 인상적이었다. 못 잊을 영화, 잊고 싶지 않은 영화."
"459",2013-06-29,"dowm****","가장기억에 남는한국영화"
"460",2013-06-28,"빈폴(ghfl****)","너무 재밌고 감동적이고 피를 끓게하는 영화였다. 이병헌의 연기도 일품이였다."
"461",2013-06-24,"완소쿠도(tnal****)","개봉할때 봤는데 지금 쓰네욧ㅎㅎㅎ 진짜 돈을 더주고 싶을 만큼의 내용 눈물 펑펑 나면서 봄ㅠㅠ"
"462",2013-05-18,"Captin Lampard(peti****)","정말 대박이네요. 무지 재미있어요.사극 영화 중에서 최고네요"
"463",2013-09-22,"사과쥬스(altl****)","이병헌 명품연기♥"
"464",2013-09-22,"애벌레얌(ham2****)","믿고보는이병헌"
"465",2013-09-22,"tjdv****","천만으로도 부족한 대한민국 일류급 영화"
"466",2013-09-22,"니벨륭겐(sykm****)","대종상을 휩쓸 만하다. 천만 관객 돌파도 무리가 아니었다. 잘 만들어진 사극"
"467",2013-06-16,"후후후(skgu****)","우연히보게<U+0089>榮쨉?정말 감동과 웃음이 적절한 영화네요"
"468",2013-09-22,"AEng(youn****)","괜히 별점이 높은게 아니네요. 정말 좋은 영화입니다"
"469",2013-09-22,"고경우(stea****)","무섭다. 권력이 무섭다."
"470",2013-09-22,"음음음(nada****)","말이 필요 <U+009F>졍牟藍絹?남자가그립다그립다"
"471",2013-09-22,"세광(kj_k****)","완벽"
"472",2013-09-22,"진솔(jins****)","재밋다"
"473",2013-09-22,"요기준(gywj****)","스토리도 재밌고 배우들 명품연기도 잘 봤어요! 이병헌 류승룡 한효주 김인권 심은경 이외에 다른 배우분들 수고하셨습니다! 특히 류승룡 김인권 배우님 팬이에요^^!"
"474",2013-09-22,"skeo****","ㅇ"
"475",2013-09-22,"Suitman(seok****)","재밌어요"
"476",2013-09-22,"heod****","어딘가 넘치는 감이 있지만 잘만들어진 대중영화임은 분명하다._13.2.1.09:18>다시봐도 재밌고 정말 잘 만들어진 영화인 듯..."
"477",2013-09-22,"안녕하세(ckwo****)","굿"
"478",2013-09-22,"jdj(jhn1****)","Cj의 불공정한 스크린독점과 영화제부당압력으로인한 독점수상 빼곤 나무랄것없는 최고의영화"
"479",2013-09-22,"미뇽미뇽(alsd****)","재미있게 봤다 적절한 유머와 감동과 교훈까지~ 높은 평점의 정석이다"
"480",2013-09-22,"잘생긴남(chld****)","대박"
"481",2013-09-22,"류자키(kjhw****)","진심 대박!"
"482",2013-09-22,"지루한날(syum****)","굿!"
"483",2013-09-22,"네이처(what****)","말이필요없다ㅠㅠ"
"484",2013-09-22,"덩키(king****)","굳굳"
"485",2013-09-22,"처녀치마(hira****)","명불허전!"
"486",2013-09-22,"프리미어스타(prem****)","왕이 무엇인지 보여준 영화"
"487",2013-09-22,"khz2****","픽션과 실화의 경계를 깰 정도의 수작이다"
"488",2013-09-22,"devi****","처음 시작부터...마지막 끝나는 그 순간까지 재미와 감동 눈물과 가슴아픈 슬픔... 제일기억에 남는 명언 두가지.. 당신들이 좋아하는 4대조?법? 보다 나는 내백성이 백곱절 천곱절 더 중요하다./너희에겐 가짜일지라도 나에겐 진짜다..(호위무사)"
"489",2013-09-22,"됴꼬(urma****)","재밌다ㅠㅠㅠ최고!"
"490",2013-01-16,"토니 크로스(dong****)","공감이 많이되는 영화ㅋ"
"491",2013-09-22,"족장(make****)","두번봐도 훌륭한 영화였어요"
"492",2013-09-22,"lcw2****","굳!! 좋은영화입니다"
"493",2013-09-22,"서방신기(tmdw****)","최고"
"494",2013-09-22,"ehdr****","최고다"
"495",2013-09-22,"어이없는놈(smil****)","눈물남"
"496",2013-09-22,"꼬뜨(on06****)","이렇게영화보면서울다웃다한건처음ㅜㅜ 재미와슬픔과감동도가진욕심쟁이영화같으니라구ㅋㅋㅋ"
"497",2013-09-22,"로레인(lorr****)","재밌고 슬프고 아름답고 아련한 영화. 토요일 밤을 멋지게 수놓아주셨네요"
"498",2013-07-28,"라이토(udtm****)","담백했던 영화.이런 구성이 깔끔하니좋다. 여자와봤던 두번째영화"
"499",2013-07-08,"WHY(gkse****)","꿀잼 잘만듬"
"500",2013-07-08,"원영(noag****)","3번을 넘게 <U+0094>f지만..정말 잘 만든 영화..."
"501",2013-07-08,"khdt****","재미있었음요"
"502",2013-07-03,"신길동Rex(kimk****)","제가본영화들도 다재미있고했지만 광해 최고인거같아요^^"
"503",2013-09-22,"SHIELD(jesu****)","티비로 봤는데 잼있네? 외국인들도 봤음 좋겠다"
"504",2013-09-22,"지아(simg****)","감동과 재미!최고!"
"505",2013-09-22,"텔라(jamp****)","재밌네요"
"506",2013-09-22,"amatory(kshk****)","진정한 지도자가 누구인지 깨닫게 하는 영화.. 명작이네요. 잘 봤습니다."
"507",2013-09-22,"xkrr****","굿 진짜 내가 본 영화중 최고임"
"508",2013-09-22,"민지(elru****)","어쩐지 멋있다 했더니 류승룡이였어.."
"509",2013-09-22,"육감(suwo****)","굿"
"510",2013-09-22,"하이그래(thsd****)","10점"
"511",2013-09-22,"화니꼬(qheo****)","관상보고 실망을하고본 사극이라그런가?너무잼이따 이병헌멋있옹"
"512",2013-10-08,"rock****","걸작(傑作)...."
"513",2013-09-23,"최기원(rldn****)","이 영화 진짜 볼만하다"
"514",2013-09-23,"이클립스(pira****)","한국영화에 평점 잘 안남기는데 정말 잘만들엇네ㅎㅎ"
"515",2013-09-22,"alfl****","다시 봐도 정말 감명깊은 영화네요"
"516",2013-09-22,"kimj****","재밌네요"
"517",2013-09-22,"junj****","굿"
"518",2013-09-22,"루시퍼(powe****)","영화관에서 안<U+0094>f던가라 .. 재미없겟지하구 그냥 보고잇섯는데 볼매영화내요 ^^ 잘<U+0094>f습니다"
"519",2013-09-22,"USA(usa0****)","나는 조선의 임금이요"
"520",2013-09-22,"스파르타(dlwl****)","이병헌의 연기력은 최고다."
"521",2013-09-22,"훈남뿌잉(ljw9****)","이병헌의연기력이돋보이는영화"
"522",2013-09-22,"도장(soyo****)","추천합니다!"
"523",2013-09-22,"공백(star****)","이 영화보고 광해군이랑 허균에대해 찾아봄...흥미롭고 짱재밌음 추천추천"
"524",2013-09-22,"콘쵸의노예(chan****)","말이필요없내"
"525",2013-09-22,"박준화(wnsg****)","엿드시오?정말 재미있게 봤습니다?영화대로라면 광해의 주된 업적인 대동법, 실리외교는 모두 가짜가 했네요?이러면 진짜 광해는뭐가되나요 ㅠㅠ 이 두 업적은 훗날 인조반정의 명분이 되니까 영화대로라면 진짜 광해군은 빌어먹을 가짜놈 때문에 폐위를...ㅋ"
"526",2013-09-22,"헬로키티(dmsn****)","정말 재밋기도하고 감동도있는 정말 좋은영화!!진작볼걸 ..."
"527",2013-10-13,"mnnnnm(zmmz****)","똥타령할때 진짜 배꼽 빠지는줄 알았다"
"528",2013-10-13,"Hh(rlaw****)","처음부터 끝까지 지루한부분없이감동과 웃음 모두를 준 영화."
"529",2013-10-13,"엥엥이(cruc****)","몇번을 다시봐도 명작!"
"530",2013-10-13,"궁이(asqz****)","한국영화치곤너무잘만들었다 웃기기고하고다만아쉬운건 마지막에감동이쫌..."
"531",2013-10-08,"바로셀로나(dlsd****)","신의한수 라는말을 이런때에 쓰는거구나 아하"
"532",2013-10-08,"GT(vcv0****)","진짜 이런게 잘 만든 영화지..배우들 연기나 스토리,연출력 다 좋았음"
"533",2013-10-07,"Lucky Guy(leeh****)","아 검사.죽을때ㅠㅠ 이병헌 다시올때 ㅠㅠㅠ"
"534",2013-10-07,"우주두더지(wlgh****)","영화 전반적으로 큰 인상을 받은것은 아니지만, 이병헌의 연기는 정말 멋졌다."
"535",2013-10-05,"영원히강동원(kh69****)","최고의 사극영화. 광해 이후로 사극영화에 푹 빠져서.. 관상도 보게 되었죠.. 이병헌의 연기는 정말.. 미친것 같다는 표현이 딱 맞네요. 죽기전에 반드시 봐야할 영화!!"
"536",2013-09-30,"무후(mooh****)","이제서야보다니...이병헌의연기 탄탄한줄거리 대박입니다 ㅎㅎ"
"537",2013-09-29,"Saicaruna(tgij****)","최고다 말이필요없다."
"538",2013-09-29,"aodr****","만족스러운 영화.만족스럽다."
"539",2013-09-29,"TYUILO(coco****)","이병헌의 연기와 추창민 감독의 연출력에 경하를 드리는 영화"
"540",2013-09-29,"인사(bupl****)","정말 너무너무 재밌네요. 제가 본 영화중에서최고. 이건 정말 별점 10점받아야 마땅."
"541",2013-09-26,"소아저씨(jjan****)","말이 필요없다. 연기와 스토리 두마리 토끼를 다 잡은 영화, 이병헌의 OOO기력!!!!"
"542",2013-09-25,"김예진(rlad****)","내용도 최고 연기도 최고"
"543",2013-09-25,"행운(jiho****)","진짜 재밌게 봤습니다. 연기를 잘해서 그런가 더욱 재미있게 봤어요."
"544",2013-09-24,"쓰리스타(wpfh****)","1인2역연기 진심 연기 잘하심 그리고 도승지역할 류승룡씨도잘하심 ㅎㅎ"
"545",2013-09-23,"히히(hhwo****)","3번 봤는데 또 보고싶다. 계속 보고싶다"
"546",2013-09-22,"바람의언덕(sipj****)","평이하고 재미있게 잘만들어진 사극영화"
"547",2013-09-22,"부스트(jins****)","굿"
"548",2013-09-22,"배찌(bazz****)","ㅠ"
"549",2013-09-22,"hyunzooo(bing****)","냠"
"550",2013-09-22,"SuperStyle(kmg3****)","정말 몰입을 안할수없는 영화였어요"
"551",2013-09-22,"귤구와구(eleg****)","최고"
"552",2012-12-27,"bear****","지루..."
"553",2012-12-09,"악어융(yjya****)","그냥보기귀찬아서안보고있던영화다 ㅋ 근데이영화를학교에서보여줬고제대로보진안았지만흥미를느끼고집에와서봤더니진짜슬픈영화였다...아픈첫사랑의추억15년전의오해들... 그오해들이풀렸다해도지금까지함께했을까? 첫사랑이있었다면, 첫사랑의아픔을가지고있다면누구나공감할영화다"
"554",2013-09-22,"Delf(dik0****)","굿"
"555",2013-09-22,"푸른하늘(lju3****)","대박!!"
"556",2013-09-22,"해바라기(ehoo****)","꿀재미 ㅠㅠ 짱 ~♥"
"557",2013-09-22,"히어로(hams****)","진짜 대박이다. 대박 완전 감동임!"
"558",2013-09-22,"스칼렛(scar****)","대박이다진짜최고다"
"559",2013-09-22,"kysi****","처음부터 끝까지 재미.감동주는 영화!!!!!! 끝내준다 진짜"
"560",2013-09-22,"dura****","얼마만에 느끼는 한국영화 시너지인지 모르겠습니다..이걸 티비로보다니...미안합니다 이병헌 씨. 연기 하는 내내 이병헌씨의 진실어린 표정과 미소를 보면서 깨달았습니다. 나쁜 사람은 그런 미소와 표정을 지을수 없습니다. 최고였습니다. 강병규 는 쓰레기군요"
"561",2013-09-22,"tpqm****","저런왕 머싯다!!! 이병현연기 굿굿"
"562",2013-09-22,"yspl****","이병헌 연기.. 스토리 최고다.. ㅠㅠ"
"563",2013-09-22,"틈을주면안돼(qodl****)","60넘으신 울아빠 추석특집으로해준 광해보고 감동하셧다 눈물도찔끔 ㅇㅇ이런게 영화지~~~~제작진에 감사~~~"
"564",2013-09-22,"lvhu****","최고다"
"565",2013-09-22,"티모와 아이들(dksk****)","와ㅣ 이건 무슨 다시봐도 소름이야ㅋㅋ 소장할가치가있음"
"566",2013-09-22,"트리커(11xo****)","최고의 영화라 해도 과언이 아닌듯 앞으로 이병헌형님 영화는 다 챙겨봐야되겠음"
"567",2013-09-22,"주효진(hjin****)","거의 두시간 내내 집중력있고 감동하면서 본 영화같습니다 대단한영화에요"
"568",2013-09-22,"지원(hsun****)","이병헌의연기는 가히 최고다. 일인이역이라기보다 두사람이 연기하는거같단느낌.. 전반적으로 모든배우들의 열연이 돋보이고 탄탄한시나리오에 결말까지.. 왜 이영화가 천만관객인지 알거같다. 이제서야본걸 후회할정도로 너무멋진영화..."
"569",2013-09-22,"der5957(ehdr****)","진짜.....말이필요없는.작품이다.. 이병헌외에도 정말 훌륭한 배우둘이.있어 아름다운 작품이 만들어졌지만 왜이병헌이 할리우드까지진출을 할수있었는지 그의 재능과 능력을 증명할수있었던영화같다.."
"570",2013-09-22,"만지(alsw****)","대박대박!!!!!초대박!!이병헌이랑 류승룡 연기bb"
"571",2013-09-22,"ywc0226(rhfr****)","진짜 이만한영화.없다...."
"572",2013-09-22,"부레옥잠(doo1****)","정확히 3번봤는데 3번다 울었음ㅠㅠㅠㅠㅠ이병헌 별로였는데 이거보고 생각바뀜연기 존나잘함 진짜;;;;존나멋잇음왜 천만인지 알것같음ㅠㅠㅠ류승룡도 짱멋잇음ㅠㅠㅠ"
"573",2013-09-22,"kimj****","단연컨데 광해는 최고의 영화입니다"
"574",2013-09-22,"더블로(wkdg****)","그냥 최고"
"575",2013-09-22,"albl****","정말찡햇다.. .ㅜㅜ"
"576",2013-09-22,"Xherdan(gkst****)","무슨 말이 더 필요한가..."
"577",2013-09-22,"도도냥ㅇ1(love****)","다시봐도 감동적이네요잘봤습니다^^"
"578",2013-09-22,"balt****","우리나라에서 이만한 영화 별로 안나올듯 ㄷㄷ"
"579",2013-09-22,"하름(ve29****)","좋다. 잘만들었다"
"580",2013-09-22,"hello7(sare****)","이병헌은 이 시대 최고의 배우다~"
"581",2013-09-22,"다니(reco****)","최고"
"582",2013-09-22,"ks97****","선재미 후감동 꼭보셈진심임"
"583",2013-09-22,"에리제이(eji0****)","영화관에서 못본게 제일 후회가 된다... 재미도 감동도 주는 영화는 이렇게 흔치않을 것같다.. 광해역 잘 소화해낸 이병헌도 너무 멋있다!!! 앞으로 호감갈듯"
"584",2013-09-22,"쿠로(choi****)","근 1년간 본 영화 중 완급조절 연출 배우들의 연기 담고있는 이야기 등 이 모든게 잘 어울어져 감동을 비롯한 많은 감정을 느끼게 한 최고의 영화!"
"585",2013-09-22,"plmq****","이제야 보다니"
"586",2013-09-22,"lemo****","나는 이영화가 제일 재밌었던것같다.."
"587",2013-09-22,"꽃블링(hy01****)","연기자들의멋진연기와탄탄한스토리까지완벽한영화였습니다."
"588",2013-09-22,"icar****","최고"
"589",2013-09-22,"질소과자(jins****)","내가 이영화를 왜 귀찮다는 이유로 1년이나지난.지금에서야 보는지.... 몇번을 봐도 가슴이 울컥할것 같다"
"590",2013-09-22,"RRRR(ccom****)","아 이래서 천만ㅋ 지금봤네"
"591",2013-09-22,"qhdu****","아짱이다진?ㅋㅋㅋㅋ감독은천재인듯"
"592",2013-09-22,"우월한 할러데이(agsi****)","일년전 보고 이번에 평점을 쓰지만 매우 재미짐"
"593",2013-09-22,"클템짱짱맨(toma****)","다시봐도 너무너무 재미있다.한국영화 중에서도 손꼽을 영화."
"594",2013-09-22,"ther****","말이 필요없는 영화"
"595",2013-09-22,"배고파(xero****)","액션도 좋지만 JSA 넘사벽 나올까 했는데 (TV로 봐서 죄송합니다 ㅠㅠ 진성 연기파 배우 이병헌!!! 아 . . . 내 눈물을 어찌할꼬 ㅜㅠ)"
"596",2013-09-22,"박정미(wjda****)","진짜최고 짱짱짱짱짱"
"597",2013-09-22,"ps(pldo****)","다시봐도 굿굿 명작임"
"598",2013-09-22,"yj82****","처음볼때는 미친듯이 웃으면서 봤는데 울면서 끝나게 되네요"
"599",2013-09-22,"검호거궐(chee****)","스릉흔드"
"600",2013-09-22,"maxe****","살면서 평점 남긴 적이 처음이다 이걸 스크린으로 봤으면 더 좋았을 텐데 완벽한 영화다"
"601",2013-09-22,"시화(cmje****)","제가 생각한바로는 광해군은 예로부터 폭군으로 불리우나그속에는 또다른 진실이 있다고 생각이 됩니다.특히나 아무리 역사로 전해지는 왕이야기라고하나생각을해보면 그때의 신하들이 우호적이 아니었다고 가정해보면 광해를 폭군으로 기록했을수도있다고 생각합니다."
"602",2013-09-22,"푸(dlrn****)","재미와 감동, 두마리 토끼를 모두 잡는 영화"
"603",2013-09-22,"행복한우리집(natu****)","다시봐도 잘 만든 영화."
"604",2013-09-22,"212e****","나만펑펑움?ㅜㅜㅜㅜ으엉어ㅜㅠ"
"605",2013-09-22,"유유융(ljg3****)","영화보면서 계속 울었음 ㅠㅠ재미와 감동 두개 다 준 영화!!"
"606",2013-09-22,"dlru****","돈주고 봐도 안아까운 영화"
"607",2013-09-21,"별들에게물어봐(lett****)","..이영화 뭐야..!!"
"608",2013-09-21,"서란(tumb****)","빈잔을 따뜻한 차가 채<U+009F>m을때"
"609",2012-11-16,"yjp1****","굳"
"610",2012-10-29,"QQ(hlch****)","따뜻하네"
"611",2013-09-21,"만화가(whww****)","그저 소소한 재미...이병헌의연기만은 소소하지 않다"
"612",2013-09-21,"야생의 아들(sjzm****)","이병헌, 이중성을 보여주다! 근데 그거빼곤 뭐..."
"613",2013-09-18,"마님왠쌀밥(gusg****)","이제껏 영화를 많이 봐왔지만 끝나자마자 또 보고 싶은 영화는 처음이다..진짜 소름돋게 개재밌다..이병헌 진짜 이 영화보고 남자인 나도 반해버렸다내생에 최고의 영화"
"614",2013-09-06,"메리블루(hpr0****)","그냥... 되게 재밌음"
"615",2013-08-28,"김태훈입니다(tuta****)","10점을 줘도 아깝지 않을 영화 ,,"
"616",2013-08-28,"소름이(lzh0****)","이좋은영화를지금보네요"
"617",2013-08-27,"level up(dnjs****)","이병헌 대다나다"
"618",2013-08-27,"love****","굿"
"619",2013-08-24,"기억속의(kyo8****)","세번이나 오프닝만보다 오늘에서야 다보고나서 왜이제서야봤을까 후회했다. 좋다 좋은영화다"
"620",2013-08-24,"에드워드(fama****)","지금에야 봤는데 긴장감을 낮췄다가 올렸다가 관객을 웃고 울리는군요 정말 웰메이드영화입니다."
"621",2013-08-23,"이여진(jeal****)","원래 귀찮아서 평점같은거 잘안주는데.이건 너무 심해요 ㅠㅠㅠㅠ"
"622",2013-08-23,"ydd7****","영화속의 조정대신들과 현재의 정치인과의다른점은무엇입니까 ?란의문을남겨주는 명작 국민들이 전부<U+0094>f으면합니다."
